Pos.x [m];Pos.y [m];Pos.z [m];Idp;Vel.x [m/s];Vel.y [m/s];Vel.z [m/s];Rhop [kg/m^3];Type;Press [Pa];Mk;
  3.3499999E+00;  1.0000000E+00;  0.0000000E+00;27;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;  0.0000000E+00;11;
  3.4000001E+00;  1.0000000E+00;  0.0000000E+00;28;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;0;  0.0000000E+00;11;
  3.4500000E+00;  1.0000000E+00;  0.0000000E+00;29;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000909E+03;0;  1.1593259E+02;11;
  3.3499999E+00;  1.0000000E+00;  5.0000001E-02;398;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;3;  0.0000000E+00;21;
  3.3499999E+00;  1.0000000E+00;  1.0000000E-01;399;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;3;  0.0000000E+00;21;
  3.4000001E+00;  1.0000000E+00;  5.0000001E-02;447;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;3;  0.0000000E+00;21;
  3.4000001E+00;  1.0000000E+00;  1.0000000E-01;448;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0000000E+03;3;  0.0000000E+00;21;
  3.4500000E+00;  1.0000000E+00;  5.0000001E-02;496;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0002657E+03;3;  3.3917755E+02;21;
  3.4500000E+00;  1.0000000E+00;  1.0000000E-01;497;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0019277E+03;3;  2.4726245E+03;21;
  3.5000000E+00;  1.0000000E+00;  0.0000000E+00;30;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0101207E+03;0;  1.3305525E+04;11;
  3.5500000E+00;  1.0000000E+00;  0.0000000E+00;31;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0171733E+03;0;  2.3062279E+04;11;
  3.5000000E+00;  1.0000000E+00;  5.0000001E-02;545;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0134919E+03;3;  1.7918504E+04;21;
  3.5000000E+00;  1.0000000E+00;  1.0000000E-01;546;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0128783E+03;3;  1.7072016E+04;21;
  3.5999999E+00;  1.0000000E+00;  0.0000000E+00;32;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0142397E+03;0;  1.8954318E+04;11;
  3.6500001E+00;  1.0000000E+00;  0.0000000E+00;33;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0136629E+03;0;  1.8154988E+04;11;
  3.7000000E+00;  1.0000000E+00;  0.0000000E+00;34;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0130756E+03;0;  1.7343822E+04;11;
  3.7500000E+00;  1.0000000E+00;  0.0000000E+00;35;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0135018E+03;0;  1.7932170E+04;11;
  3.8000000E+00;  1.0000000E+00;  0.0000000E+00;36;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0118401E+03;0;  1.5646802E+04;11;
  3.8499999E+00;  1.0000000E+00;  0.0000000E+00;37;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  1.0139354E+03;0;  1.8532320E+04;11;
